zipcode,city,state,metro,county,size_rank_zhvi,2017-06,size_rank_zri
11976,Water Mill,NY,New York,Suffolk,10295,3697400,#N/A
14871,Town of Southport,NY,Elmira,Chemung,10296,123200,11849
8853,Branchburg,NJ,New York,Somerset,10297,536300,11852
16134,Pymatuning Central,PA,Meadville,Crawford,10298,105600,#N/A
19504,Washington Township,PA,Reading,Berks,10299,253800,11853
21770,Monrovia,MD,Washington,Frederick,10300,365800,11854
71038,Haynesville,LA,,Claiborne,10301,89300,#N/A
75173,Josephine,TX,Dallas-Fort Worth,Collin,10302,213700,11858
1740,Bolton,MA,Worcester,Worcester,10303,515300,11859
42519,Burnside,KY,Somerset,Pulaski,10304,84000,#N/A
93270,Terra Bella,CA,Visalia,Tulare,10305,187400,11861
76059,Keene,TX,Dallas-Fort Worth,Johnson,10306,144100,11865
98237,Concrete,WA,Mount Vernon,Skagit,10307,160400,11866
12833,Greenfield Center,NY,Albany,Saratoga,10308,245900,11867
48631,Monitor Township,MI,Bay City,Bay,10309,112300,11869
29128,Rembert,SC,Sumter,Sumter,10310,70900,11872
18434,Jessup,PA,Scranton,Lackawanna,10311,109900,#N/A
30139,Fairmount,GA,Calhoun,Gordon,10312,127900,11876
37403,Chattanooga,TN,Chattanooga,Hamilton,10313,232900,11877
43430,Genoa,OH,Port Clinton,Ottawa,10314,111900,11878
63019,Crystal City,MO,St. Louis,Jefferson,10315,115300,11879
78164,Yorktown,TX,,De Witt,10316,111200,11880
19547,Oley,PA,Reading,Berks,10317,199600,11881
44403,Brookfield Center,OH,Youngstown,Trumbull,10318,114500,#N/A
45856,Leipsic,OH,,Putnam,10319,106600,#N/A
60469,Posen,IL,Chicago,Cook,10320,97400,11882
98840,Okanogan,WA,,Okanogan,10321,153700,#N/A
30520,Canon,GA,,Franklin,10322,115500,11883
76579,Troy,TX,Killeen,Bell,10323,128000,11885
19094,Woodlyn,PA,Philadelphia,Delaware,10324,167000,11886
29831,Jackson,SC,Augusta,Aiken,10325,84600,11887
1005,Town of Barre,MA,Worcester,Worcester,10326,220400,11890
19029,Tinicum Township,PA,Philadelphia,Delaware,10327,128300,11891
39451,Leakesville,MS,,Greene,10328,109400,#N/A
1505,Boylston,MA,Worcester,Worcester,10329,360100,11893
37336,Georgetown,TN,Cleveland,Bradley,10330,168400,11894
56529,Dilworth,MN,Fargo,Clay,10331,178200,11895
60456,Hometown,IL,Chicago,Cook,10332,113400,11896
34734,Gotha,FL,Orlando,Orange,10333,295200,11898
14840,Wayne,NY,Corning,Steuben,10334,206300,11900
80116,Franktown,CO,Denver,Douglas,10335,622900,11901
30621,North High Shoals,GA,Athens,Oconee,10336,298600,11902
73179,Oklahoma City,OK,Oklahoma City,Oklahoma,10337,174200,11904
44440,Mineral Ridge,OH,Youngstown,Trumbull,10338,114000,11905
52776,West Liberty,IA,Muscatine,Muscatine,10339,141500,11906
56549,Hawley,MN,Fargo,Clay,10340,214400,11907
29335,Enoree,SC,Spartanburg,Spartanburg,10341,88700,11908
98937,Naches,WA,Yakima,Yakima,10342,158700,11909
13084,Lafayette,NY,Syracuse,Onondaga,10343,152800,11910
32324,Chattahoochee,FL,Tallahassee,Gadsden,10344,59400,11911
46979,Russiaville,IN,Kokomo,Howard,10345,129700,#N/A
71350,Mansura,LA,,Avoyelles,10346,131500,#N/A
32798,Zellwood,FL,Orlando,Orange,10347,91700,11913
80530,Frederick,CO,Greeley,Weld,10348,285700,11918
95672,Rescue,CA,Sacramento,El Dorado,10349,456000,11919
80452,Idaho Springs,CO,Denver,Clear Creek,10350,265300,11922
3858,Newton,NH,Boston,Rockingham,10351,302900,11925
48866,Ovid,MI,Lansing,Clinton,10352,114900,11926
53588,Spring Green,WI,Baraboo,Sauk,10353,208100,11927
60163,Berkeley,IL,Chicago,Cook,10354,173800,11928
6255,Thompson,CT,Worcester,Windham,10355,188900,11929
16828,Potter Township,PA,State College,Centre,10356,208100,11930
48463,Otisville,MI,Flint,Genesee,10357,124300,11931
6784,Sherman,CT,Stamford,Fairfield,10358,434100,11932
11804,Old Bethpage,NY,New York,Nassau,10359,595400,11933
95938,Durham,CA,Chico,Butte,10360,412000,11935
97114,Dayton,OR,Portland,Yamhill,10361,242500,11936
1370,Shelburne,MA,Greenfield Town,Franklin,10362,233700,11937
32667,Micanopy,FL,Gainesville,Alachua,10363,228100,11938
3033,Brookline,NH,Manchester,Hillsborough,10364,337500,#N/A
95442,Glen Ellen,CA,Santa Rosa,Sonoma,10365,942400,11940
39216,Jackson,MS,Jackson,Hinds,10366,157900,11942
62060,Madison,IL,St. Louis,Madison,10367,49300,11944
8867,Alexandria Township,NJ,New York,Hunterdon,10368,428400,11945
40023,Fisherville,KY,Louisville/Jefferson County,Jefferson,10369,300600,11947
15059,Midland,PA,Pittsburgh,Beaver,10370,91000,11948
36576,Silverhill,AL,Daphne,Baldwin,10371,164200,11949
43821,Dresden,OH,Zanesville,Muskingum,10372,118000,11950
46126,Fairland,IN,Indianapolis,Shelby,10373,128900,11951
20764,Shady Side,MD,Baltimore,Anne Arundel,10374,301400,11953
30295,Zebulon,GA,Atlanta,Pike,10375,134100,11954
43112,Carroll,OH,Columbus,Fairfield,10376,209000,11955
46710,Avilla,IN,Kendallville,Noble,10377,121800,11956
8825,Kingwood Township,NJ,New York,Hunterdon,10378,333400,11958
85377,Carefree,AZ,Phoenix,Maricopa,10379,727300,11960
27248,Franklinville,NC,Greensboro,Randolph,10380,112600,11961
25301,Charleston,WV,Charleston,Kanawha,10381,115700,11962
97032,Hubbard,OR,Salem,Marion,10382,279700,11963
18240,Nesquehoning,PA,Allentown,Carbon,10383,115900,11966
49245,Homer,MI,Battle Creek,Calhoun,10384,89700,11968
80135,Sedalia,CO,Denver,Douglas,10385,541800,11970
15323,Donegal Township,PA,Pittsburgh,Washington,10386,142800,#N/A
23437,Suffolk,VA,Virginia Beach,Suffolk City,10387,214600,11971
67026,Clearwater,KS,Wichita,Sedgwick,10388,157600,11973
43822,Frazeysburg,OH,Zanesville,Muskingum,10389,125300,11977
55315,Carver,MN,Minneapolis-St Paul,Carver,10390,324600,11978
2322,Avon,MA,Boston,Norfolk,10391,327200,11979
18853,Wyalusing Township,PA,Sayre,Bradford,10392,141900,11980
97362,Mount Angel,OR,Salem,Marion,10393,262700,11981
7027,Garwood,NJ,New York,Union,10394,373900,11982
37010,Adams,TN,Clarksville,Montgomery,10395,226100,11983
37690,Telford,TN,Johnson City,Washington,10396,115300,11984
53021,Town of Fredonia,WI,Milwaukee,Ozaukee,10397,226600,#N/A
18977,Upper Makefield,PA,Philadelphia,Bucks,10398,545100,11988
21162,White Marsh,MD,Baltimore,Baltimore,10399,333100,11989
21727,Emmitsburg,MD,Washington,Frederick,10400,178700,11992
3242,Town of Henniker,NH,Concord,Merrimack,10401,235300,#N/A
48634,Linwood,MI,Bay City,Bay,10402,101700,11993
18054,Green Lane,PA,Philadelphia,Montgomery,10403,292600,11996
45135,Leesburg,OH,,Highland,10404,124100,#N/A
45218,Greenhills,OH,Cincinnati,Hamilton,10405,116800,12001
13605,Town of Adams,NY,Watertown,Jefferson,10406,146200,12002
16401,Albion,PA,Erie,Erie,10407,102200,12003
16037,Lancaster Township,PA,Pittsburgh,Butler,10408,249700,12006
48892,Webberville,MI,Lansing,Ingham,10409,159200,12007
55964,Plainview,MN,Rochester,Wabasha,10410,158200,#N/A
76259,Ponder,TX,Dallas-Fort Worth,Denton,10411,217600,12009
98851,Soap Lake,WA,Moses Lake,Grant,10412,114000,12010
81428,Paonia,CO,,Delta,10413,189300,12014
47136,Lanesville,IN,Louisville/Jefferson County,Floyd,10414,174800,12017
84310,Eden,UT,Ogden,Weber,10415,388400,12019
1585,Town of West Brookfield,MA,Worcester,Worcester,10416,227200,12020
19539,Longswamp,PA,Reading,Berks,10417,208700,12021
48884,Sheridan,MI,Grand Rapids,Montcalm,10418,89000,12022
12443,Town of Hurley,NY,Kingston,Ulster,10419,211400,12024
89704,Reno,NV,Reno,Washoe,10420,382900,12026
3451,Town of Hinsdale,NH,Keene,Cheshire,10421,135000,12027
44442,New Middletown,OH,Youngstown,Mahoning,10422,128400,#N/A
10532,Hawthorne,NY,New York,Westchester,10423,560400,12029
7848,Lafayette,NJ,New York,Sussex,10424,286700,12030
23015,Beaverdam,VA,Richmond,Hanover,10425,226900,12031
43777,Roseville,OH,Zanesville,Muskingum,10426,79000,12032
45887,Spencerville,OH,Lima,Allen,10427,102200,12033
75459,Howe,TX,Sherman,Grayson,10428,152800,12034
24574,Monroe,VA,Lynchburg,Amherst,10429,169200,12036
44504,Youngstown,OH,Youngstown,Mahoning,10430,51700,12037
92352,Lake Arrowhead,CA,Riverside,San Bernardino,10431,362500,12038
28701,Alexander,NC,Asheville,Buncombe,10432,243600,12039
67101,Maize,KS,Wichita,Sedgwick,10433,180500,12040
97106,Banks,OR,Portland,Washington,10434,366700,12041
3071,New Ipswich,NH,Manchester,Hillsborough,10435,233800,#N/A
32617,Anthony,FL,Ocala,Marion,10436,168300,12042
45308,Bradford,OH,Dayton,Miami,10437,105500,12043
47648,Fort Branch,IN,,Gibson,10438,123300,#N/A
18343,Upper Mt Bethel Township,PA,Allentown,Northampton,10439,213700,12046
11514,Carle Place,NY,New York,Nassau,10440,521500,12049
18618,Harveys Lake,PA,Scranton,Luzerne,10441,160400,12050
47327,Cambridge City,IN,Richmond,Wayne,10442,75000,12051
54742,Fall Creek,WI,Eau Claire,Eau Claire,10443,185100,12052
61752,Le Roy,IL,Bloomington,McLean,10444,123400,12053
17824,Elysburg,PA,Sunbury,Northumberland,10445,175800,12054
55120,Mendota Heights,MN,Minneapolis-St Paul,Dakota,10446,347500,12055
92121,San Diego,CA,San Diego,San Diego,10447,600400,12056
46590,Winona Lake,IN,Warsaw,Kosciusko,10448,140100,#N/A
72947,Mulberry,AR,Fort Smith,Crawford,10449,94500,12058
29438,Edisto Beach,SC,,Colleton,10450,360900,12059
61275,Port Byron,IL,Davenport,Rock Island,10451,191700,#N/A
64016,Buckner,MO,Kansas City,Jackson,10452,114400,12060
98591,Toledo,WA,Centralia,Lewis,10453,247700,12061
2644,Forestdale,MA,Cape Cod,Barnstable,10454,335900,12062
8514,Upper Freehold Township,NJ,New York,Monmouth,10455,391200,12063
28098,Lowell,NC,Charlotte,Gaston,10456,119800,12064
80651,Platteville,CO,Greeley,Weld,10457,261600,12066
60552,Somonauk,IL,Ottawa,La Salle,10458,165900,12068
3851,Milton,NH,Boston,Strafford,10459,204000,12070
21639,Greensboro,MD,,Caroline,10460,171700,12071
80542,Mead,CO,Greeley,Weld,10461,354500,12074
13811,Town of Newark Valley,NY,Binghamton,Tioga,10462,99700,12075
6426,Essex,CT,Hartford,Middlesex,10463,440000,12079
49056,Grand Junction,MI,Kalamazoo,Van Buren,10464,97300,12080
47018,Dillsboro,IN,Cincinnati,Dearborn,10465,101400,12081
70777,Slaughter,LA,Baton Rouge,East Feliciana,10466,164900,#N/A
3809,Alton,NH,Laconia,Belknap,10467,237600,12082
7927,Hanover,NJ,New York,Morris,10468,468700,12083
12404,Town of Rochester,NY,Kingston,Ulster,10469,238300,12084
42122,Alvaton,KY,Bowling Green,Warren,10470,203000,12085
44437,Mc Donald,OH,Youngstown,Trumbull,10471,76700,12086
44473,Vienna Center,OH,Youngstown,Trumbull,10472,111300,12087
75152,Palmer,TX,Dallas-Fort Worth,Ellis,10473,167200,12088
97532,Merlin,OR,Grants Pass,Josephine,10474,312500,12090
10962,Orangetown,NY,New York,Rockland,10475,458100,12091
1951,Newbury,MA,Boston,Essex,10476,528800,12092
14883,Town of Spencer,NY,Binghamton,Tioga,10477,120400,12093
21750,Hancock,MD,Hagerstown,Washington,10478,118700,12094
28729,Etowah,NC,Asheville,Henderson,10479,231200,12095
62285,Smithton,IL,St. Louis,Saint Clair,10480,182300,12096
94599,Yountville,CA,Napa,Napa,10481,852100,12097
38581,Rock Island,TN,McMinnville,Warren,10482,83900,#N/A
63343,Elsberry,MO,St. Louis,Lincoln,10483,122000,12098
3741,Canaan,NH,Claremont,Grafton,10484,184400,12100
39327,Decatur,MS,,Newton,10485,119900,#N/A
3037,Deerfield,NH,Boston,Rockingham,10486,309500,12102
35131,Ragland,AL,Birmingham,Saint Clair,10487,103000,12109
54230,Reedsville,WI,Manitowoc,Manitowoc,10488,144100,12110
54837,Frederic,WI,,Polk,10489,138300,12111
60071,Richmond,IL,Chicago,McHenry,10490,205200,12112
98333,Fox Island,WA,Seattle,Pierce,10491,603700,12113
16023,Winfield Township,PA,Pittsburgh,Butler,10492,184900,12114
32502,Pensacola,FL,Pensacola,Escambia,10493,82000,12115
95614,Cool,CA,Sacramento,El Dorado,10494,359000,12116
47305,Muncie,IN,Muncie,Delaware,10495,51600,12117
47532,Ferdinand,IN,Jasper,Dubois,10496,150000,#N/A
8535,Millstone Township,NJ,New York,Monmouth,10497,572700,12119
14105,Middleport,NY,Buffalo,Niagara,10498,100400,12120
18255,Weatherly,PA,Allentown,Carbon,10499,111400,12121
11955,Moriches,NY,New York,Suffolk,10500,335700,#N/A
24088,Ferrum,VA,Roanoke,Franklin,10501,131800,#N/A
17065,South Middleton,PA,Harrisburg,Cumberland,10502,161200,12124
29435,Cottageville,SC,,Colleton,10503,113100,12125
92036,Julian,CA,San Diego,San Diego,10504,383100,12128
7647,Northvale,NJ,New York,Bergen,10505,460000,12129
37656,Fall Branch,TN,Johnson City,Washington,10506,119400,12131
44304,Akron,OH,Akron,Summit,10507,57500,12133
47639,Haubstadt,IN,,Gibson,10508,175200,#N/A
27019,Germanton,NC,Winston-Salem,Forsyth,10509,135600,12134
18344,Mount Pocono,PA,East Stroudsburg,Monroe,10510,123000,12138
62690,Virden,IL,St. Louis,Macoupin,10511,66000,12139
98524,Allyn,WA,Shelton,Mason,10512,303600,12140
11980,Yaphank,NY,New York,Suffolk,10513,277700,#N/A
32124,Daytona Beach,FL,Daytona Beach,Volusia,10514,222100,12142
46347,Kouts,IN,Chicago,Porter,10515,170400,12143
13833,Fenton,NY,Binghamton,Broome,10516,108100,#N/A
21758,Rosemont,MD,Washington,Frederick,10517,252300,12147
43222,Columbus,OH,Columbus,Franklin,10518,72700,12148
36612,Prichard,AL,Mobile,Mobile,10519,47800,12150
1375,Sunderland,MA,Greenfield Town,Franklin,10520,289700,12151
87068,Bosque Farms,NM,Albuquerque,Valencia,10521,193600,12153
47124,Greenville,IN,Louisville/Jefferson County,Floyd,10522,179600,12154
96055,Los Molinos,CA,Red Bluff,Tehama,10523,182800,12155
6412,Chester,CT,Hartford,Middlesex,10524,305100,12156
14737,Town of Franklinville,NY,Olean,Cattaraugus,10525,70900,12157
47126,Henryville,IN,Louisville/Jefferson County,Clark,10526,133100,#N/A
71227,Choudrant,LA,Ruston,Lincoln,10527,196900,12161
34945,Fort Pierce,FL,Port St. Lucie,Saint Lucie,10528,252400,12162
76444,De Leon,TX,,Comanche,10529,70600,#N/A
96717,Hauula,HI,Urban Honolulu,Honolulu,10530,612800,12165
45142,Lynchburg,OH,,Highland,10531,111100,#N/A
73054,Luther,OK,Oklahoma City,Oklahoma,10532,136400,12166
7827,Montague,NJ,New York,Sussex,10533,197700,12168
75202,Dallas,TX,Dallas-Fort Worth,Dallas,10534,214300,12169
37709,Blaine,TN,Knoxville,Grainger,10535,150500,#N/A
38260,Troy,TN,Union City,Obion,10536,70600,#N/A
17516,Conestoga Township,PA,Lancaster,Lancaster,10537,216100,12171
70788,White Castle,LA,Baton Rouge,Iberville,10538,123800,12173
86334,Paulden,AZ,Prescott,Yavapai,10539,262300,12174
22974,Troy,VA,Charlottesville,Fluvanna,10540,241900,12175
27544,Kittrell,NC,Henderson,Vance,10541,138000,12176
72011,Bauxite,AR,Little Rock,Saline,10542,138500,12177
8510,Millstone Township,NJ,New York,Monmouth,10543,564500,12178
19953,Hartly,DE,Dover,Kent,10544,168600,12180
87042,Peralta,NM,Albuquerque,Valencia,10545,161500,12182
31301,Allenhurst,GA,Hinesville,Liberty,10546,118000,12184
94525,Crockett,CA,San Francisco,Contra Costa,10547,507000,12185
16053,Forward Township,PA,Pittsburgh,Butler,10548,219600,12186
21536,Grantsville,MD,,Garrett,10549,133000,12187
38469,Loretto,TN,Lawrenceburg,Lawrence,10550,107900,#N/A
98570,Onalaska,WA,Centralia,Lewis,10551,237800,12189
47117,Elizabeth,IN,Louisville/Jefferson County,Harrison,10552,126400,#N/A
8752,Seaside Park,NJ,New York,Ocean,10553,509600,12190
11715,Blue Point,NY,New York,Suffolk,10554,378100,#N/A
53039,Juneau,WI,Beaver Dam,Dodge,10555,172200,12192
98232,Bow,WA,Mount Vernon,Skagit,10556,442900,12194
3036,Chester,NH,Boston,Rockingham,10557,334000,#N/A
8827,Hampton,NJ,New York,Hunterdon,10558,337900,12198
45869,New Bremen,OH,Wapakoneta,Auglaize,10559,163000,#N/A
97115,Dundee,OR,Portland,Yamhill,10560,301200,12202
24549,Dry Fork,VA,Danville,Pittsylvania,10561,119700,#N/A
49094,Union City,MI,Coldwater,Branch,10562,85700,12204
2032,Walpole,MA,Boston,Norfolk,10563,468800,12206
2702,Freetown,MA,Providence,Bristol,10564,335700,12207
10560,North Salem,NY,New York,Westchester,10565,504600,12208
48876,Potterville,MI,Lansing,Eaton,10566,149000,#N/A
49453,Saugatuck,MI,Holland,Allegan,10567,293000,#N/A
68142,Omaha,NE,Omaha,Douglas,10568,192400,12209
7420,Vernon Township,NJ,New York,Sussex,10569,240800,12210
96143,Kings Beach,CA,Sacramento,Placer,10570,434600,12212
3840,Greenland,NH,Boston,Rockingham,10571,374700,12213
19035,Lower Merion Township,PA,Philadelphia,Montgomery,10572,916300,12214
68064,Valley,NE,Omaha,Douglas,10573,143800,12215
54229,Green Bay,WI,Green Bay,Brown,10574,193300,#N/A
79562,Tuscola,TX,Abilene,Taylor,10575,238200,12217
3044,Fremont,NH,Boston,Rockingham,10576,265100,12218
35456,Duncanville,AL,Tuscaloosa,Tuscaloosa,10577,85900,12222
27509,Butner,NC,Oxford,Granville,10578,126400,12223
95460,Mendocino,CA,Ukiah,Mendocino,10579,658600,#N/A
16423,Lake City,PA,Erie,Erie,10580,120900,12224
17324,Dickinson Township,PA,Harrisburg,Cumberland,10581,159200,12225
73443,Lone Grove,OK,Ardmore,Carter,10582,138600,12227
6277,Thompson,CT,Worcester,Windham,10583,202500,12230
7758,Middletown,NJ,New York,Monmouth,10584,312500,12231
61568,Tremont,IL,Peoria,Tazewell,10585,156300,#N/A
85356,Wellton,AZ,Yuma,Yuma,10586,147500,12232
3263,Town of Pittsfield,NH,Concord,Merrimack,10587,194700,12233
10993,West Haverstraw,NY,New York,Rockland,10588,213500,12234
38922,Coffeeville,MS,,Yalobusha,10589,75500,#N/A
3839,Rochester,NH,Boston,Strafford,10590,175900,12236
1908,Nahant,MA,Boston,Essex,10591,573100,12237
8056,East Greenwich Township,NJ,Philadelphia,Gloucester,10592,337800,12239
12582,East Fishkill,NY,New York,Dutchess,10593,304000,12240
72067,Greers Ferry,AR,,Cleburne,10594,146200,12241
75756,Brownsboro,TX,Athens,Henderson,10595,137200,12242
15531,Jenner Township,PA,Somerset,Somerset,10596,104400,12243
20622,Charlotte Hall,MD,Washington,Charles,10597,328000,12244
32702,Altoona,FL,Orlando,Lake,10598,147500,12245
12871,Saratoga,NY,Albany,Saratoga,10599,170100,12247
32438,Fountain,FL,Panama City,Bay,10600,96600,12248
45872,North Baltimore,OH,Toledo,Wood,10601,95200,#N/A
46542,Milford,IN,Warsaw,Kosciusko,10602,125700,#N/A
96748,Kaunakakai,HI,Kahului,Maui,10603,355700,#N/A
1452,Hubbardston,MA,Worcester,Worcester,10604,254100,12249
37410,Chattanooga,TN,Chattanooga,Hamilton,10605,69200,12251
35490,Vance,AL,Tuscaloosa,Tuscaloosa,10606,80300,12254
61880,Tolono,IL,Champaign-Urbana,Champaign,10607,140600,12255
13074,Town of Hannibal,NY,Syracuse,Oswego,10608,91600,12256
15314,Bentleyville,PA,Pittsburgh,Washington,10609,111200,#N/A
18635,Nescopeck Township,PA,Scranton,Luzerne,10610,120000,12257
21013,Baldwin,MD,Baltimore,Baltimore,10611,423800,12258
37811,Mooresburg,TN,Kingsport,Hawkins,10612,126400,#N/A
45644,Kingston,OH,Chillicothe,Ross,10613,139000,12259
37032,Cedar Hill,TN,Nashville,Robertson,10614,167200,12261
97539,Shady Cove,OR,Medford,Jackson,10615,237700,12263
23457,Virginia Beach,VA,Virginia Beach,Virginia Beach City,10616,387800,12264
96771,Mountain View,HI,Hilo,Hawaii,10617,198100,12267
24083,Daleville,VA,Roanoke,Botetourt,10618,268000,12269
43412,Curtice,OH,Toledo,Lucas,10619,133700,12271
98051,Ravensdale,WA,Seattle,King,10620,500000,12275
72020,Bradford,AR,Searcy,White,10621,77700,12278
48014,Capac,MI,Detroit,Saint Clair,10622,130000,12279
14882,Town of Lansing,NY,Ithaca,Tompkins,10623,195900,#N/A
45341,Medway,OH,Springfield,Clark,10624,97700,12283
53184,Town of Walworth,WI,Whitewater,Walworth,10625,189100,12284
13634,Dexter,NY,Watertown,Jefferson,10626,149200,12285
24554,Gladys,VA,Lynchburg,Campbell,10627,117200,#N/A
47320,Albany,IN,Muncie,Delaware,10628,74700,12286
27050,Tobaccoville,NC,Winston-Salem,Forsyth,10629,131600,12289
37046,College Grove,TN,Nashville,Williamson,10630,419600,12292
70030,Des Allemands,LA,New Orleans,Saint Charles,10631,185800,12293
37843,Parrottsville,TN,Newport,Cocke,10632,92200,#N/A
61755,Mackinaw,IL,Peoria,Tazewell,10633,155000,#N/A
60203,Evanston,IL,Chicago,Cook,10634,416100,12294
3086,Town of Wilton,NH,Manchester,Hillsborough,10635,239200,#N/A
8751,Ortley Beach,NJ,New York,Ocean,10636,298200,12295
13140,Conquest,NY,Auburn,Cayuga,10637,96400,12296
53531,Town of Deerfield,WI,Madison,Dane,10638,230100,12297
95045,San Juan Bautista,CA,San Jose,San Benito,10639,567000,12298
7863,Oxford Township,NJ,Allentown,Warren,10640,214400,12299
1985,West Newbury,MA,Boston,Essex,10641,581500,12302
16426,Mckean Township,PA,Erie,Erie,10642,162200,12303
21057,Glen Arm,MD,Baltimore,Baltimore,10643,428500,12304
60112,Cortland,IL,Chicago,DeKalb,10644,159700,12306
72635,Gassville,AR,Mountain Home,Baxter,10645,93500,12307
32195,Weirsdale,FL,Ocala,Marion,10646,240900,12308
37085,Lascassas,TN,Nashville,Rutherford,10647,229200,12309
21710,Adamstown,MD,Washington,Frederick,10648,434300,12312
29643,Fair Play,SC,Seneca,Oconee,10649,171700,12314
71068,Ringgold,LA,,Bienville,10650,94600,#N/A
7627,Demarest,NJ,New York,Bergen,10651,757600,12316
15557,Rockwood,PA,Somerset,Somerset,10652,110300,12317
19541,Centre Township,PA,Reading,Berks,10653,203300,12318
43102,Amanda,OH,Columbus,Fairfield,10654,150300,12319
29039,Cordova,SC,Orangeburg,Orangeburg,10655,73400,12320
35444,Brookwood,AL,Tuscaloosa,Tuscaloosa,10656,70400,12321
61745,Heyworth,IL,Bloomington,McLean,10657,148300,12322
11977,Westhampton,NY,New York,Suffolk,10658,780700,#N/A
64054,Sugar Creek,MO,Kansas City,Jackson,10659,62400,12325
15112,East Pittsburgh,PA,Pittsburgh,Allegheny,10660,60800,12326
16693,Woodbury Township,PA,Altoona,Blair,10661,107900,12327
38221,Big Sandy,TN,,Benton,10662,75300,#N/A
12053,Town of Duane,NY,Albany,Schenectady,10663,149200,12332
47037,Osgood,IN,,Ripley,10664,99500,12334
85263,Rio Verde,AZ,Phoenix,Maricopa,10665,478400,12336
10594,Thornwood,NY,New York,Westchester,10666,607800,12337
37143,Pegram,TN,Nashville,Cheatham,10667,205700,12338
95237,Lockeford,CA,Stockton,San Joaquin,10668,319500,12339
10921,Florida,NY,New York,Orange,10669,237100,12340
17068,Centre Township,PA,Harrisburg,Perry,10670,163500,12341
70589,Washington,LA,Opelousas,Saint Landry,10671,123400,12342
28323,Bunnlevel,NC,Dunn,Harnett,10672,172600,12343
3584,Town of Lancaster,NH,Berlin,Coos,10673,123400,12344
3819,Danville,NH,Boston,Rockingham,10674,299000,12345
45052,North Bend,OH,Cincinnati,Hamilton,10675,230900,#N/A
53191,Williams Bay,WI,Whitewater,Walworth,10676,266900,12346
10926,Harriman,NY,New York,Orange,10677,170100,12350
52213,Center Point,IA,Cedar Rapids,Linn,10678,182600,12351
83676,Wilder,ID,Boise City,Canyon,10679,185400,12352
12827,Town of Fort Ann,NY,Glens Falls,Washington,10680,162500,12354
32567,Crestview,FL,Crestview-Fort Walton Beach-Destin,Okaloosa,10681,129500,12355
32744,Lake Helen,FL,Daytona Beach,Volusia,10682,144100,12357
6420,Salem,CT,New London,New London,10683,248200,12361
55114,Saint Paul,MN,Minneapolis-St Paul,Ramsey,10684,238400,12362
38330,Dyer,TN,,Gibson,10685,59300,12364
55005,East Bethel,MN,Minneapolis-St Paul,Anoka,10686,252200,12365
80106,Elbert,CO,Colorado Springs,El Paso,10687,410700,12366
49064,Lawrence,MI,Kalamazoo,Van Buren,10688,109800,12367
1468,Templeton,MA,Worcester,Worcester,10689,198900,12370
18347,Pocono Lake,PA,East Stroudsburg,Monroe,10690,114600,12371
37191,Woodlawn,TN,Clarksville,Montgomery,10691,140600,12373
49336,Morley,MI,Big Rapids,Mecosta,10692,86400,#N/A
93643,North Fork,CA,Madera,Madera,10693,254200,#N/A
8343,Elk Township,NJ,Philadelphia,Gloucester,10694,221000,12375
17301,Hamilton Township,PA,Gettysburg,Adams,10695,184100,12376
47562,Odon,IN,Washington,Daviess,10696,119100,#N/A
48367,Leonard,MI,Detroit,Oakland,10697,307800,12378
48418,Byron,MI,Owosso,Shiawassee,10698,158200,12379
49328,Hopkins,MI,Holland,Allegan,10699,154700,#N/A
35648,Lexington,AL,Florence,Lauderdale,10700,118600,12380
36260,Oxford,AL,Anniston,Calhoun,10701,100700,12382
75166,Lavon,TX,Dallas-Fort Worth,Collin,10702,239600,12383
15943,Nanty-Glo,PA,Johnstown,Cambria,10703,69300,#N/A
22645,Middletown,VA,Winchester,Frederick,10704,240300,12384
10524,Philipstown,NY,New York,Putnam,10705,414100,12386
10913,Orangetown,NY,New York,Rockland,10706,484300,12387
37853,Rockford,TN,Knoxville,Blount,10707,129800,12388
97462,Oakland,OR,Roseburg,Douglas,10708,186100,12389
34981,Fort Pierce,FL,Port St. Lucie,Saint Lucie,10709,217900,12391
44837,Greenwich,OH,Norwalk,Huron,10710,106000,#N/A
59873,Thompson Falls,MT,,Sanders,10711,120500,12392
12846,Lake Luzerne,NY,Glens Falls,Warren,10712,173500,#N/A
46793,Waterloo,IN,Auburn,De Kalb,10713,115000,12394
14772,Town of Randolph,NY,Olean,Cattaraugus,10714,75700,12395
76457,Hico,TX,,Hamilton,10715,93800,#N/A
38315,Bethel Springs,TN,,McNairy,10716,71600,#N/A
7440,Pequannock,NJ,New York,Morris,10717,379400,12398
47433,Gosport,IN,Bloomington,Owen,10718,115900,#N/A
65255,Hallsville,MO,Columbia,Boone,10719,138400,12399
49326,Gowen,MI,Grand Rapids,Kent,10720,137400,12402
47246,Hope,IN,Columbus,Bartholomew,10721,110200,12404
62014,Bunker Hill,IL,St. Louis,Macoupin,10722,116200,12405
81419,Hotchkiss,CO,,Delta,10723,186500,12406
71327,Cottonport,LA,,Avoyelles,10724,122000,#N/A
7640,Harrington Park,NJ,New York,Bergen,10725,634400,12409
52778,Wilton,IA,Muscatine,Muscatine,10726,156000,12410
13862,Barker,NY,Binghamton,Broome,10727,103600,#N/A
30543,Gillsville,GA,Gainesville,Hall,10728,127500,12414
35203,Birmingham,AL,Birmingham,Jefferson,10729,207600,12415
15419,California,PA,Pittsburgh,Washington,10730,80500,#N/A
